Nr notowania;Rok notowania;Pozycja;Tytuł;Artysta;Punkty
618;1993;28;Said I Loved You… But I Lied;Michael Bolton;3
618;1993;29;Why Must We Wait Until Tonight?;Tina Turner;2
618;1993;30;Nobody's Hero;Rush;1
619;1993;1;Please Forgive Me;Bryan Adams;30
619;1993;2;Crazy Mary;Pearl Jam;29
619;1993;3;Magiczne słowa;Ziyo;28
619;1993;4;Wild World;Mr. Big;27
619;1993;5;Runaway Train;Soul Asylum;26
619;1993;6;Cryin';Aerosmith;25
619;1993;7;Ta sama chwila;Bajm;24
619;1993;8;Więc mi zdejmij z czoła znamię;Kobranocka;23
619;1993;9;I'd Do Anything for Love (But I Won't Do That);Meat Loaf;22
619;1993;10;Wszystko to co mam;Golden Life;21
619;1993;11;Play Dead;Björk & David Arnold;20
619;1993;12;Perłowa łódź;Antonina Krzysztoń;19
619;1993;13;Teksański;Hey;18
619;1993;14;Hero;Mariah Carey;17
619;1993;15;Everybody Hurts;R.E.M.;16
619;1993;16;Because the Night;10,000 Maniacs;15
619;1993;17;Magdalena;Paweł Rosak;14
619;1993;18;Love Scenes;Beverley Craven;13
619;1993;19;Creep;Radiohead;12
619;1993;20;Both Sides of the Story;Phil Collins;11
619;1993;21;Nie ma takich chwil;The Days;10
619;1993;22;O Tobie;Golden Life;9
619;1993;23;Said I Loved You… But I Lied;Michael Bolton;8
619;1993;24;No Rain;Blind Melon;7
619;1993;25;Nobody's Hero;Rush;6
619;1993;26;Wyszków tonie;Elektryczne Gitary;5
619;1993;27;Again;Janet Jackson;4
619;1993;28;And So Is Love;Kate Bush;3
619;1993;29;Marianna;Kult;2
619;1993;30;I Believe;Bon Jovi;1
621;1994;1;Please Forgive Me;Bryan Adams;30
621;1994;2;Crazy Mary;Pearl Jam;29
621;1994;3;Ta sama chwila;Bajm;28
621;1994;4;Magiczne słowa;Ziyo;27
621;1994;5;Perłowa łódź;Antonina Krzysztoń;26
621;1994;6;Hero;Mariah Carey;25
621;1994;7;Said I Loved You… But I Lied;Michael Bolton;24
621;1994;8;Więc mi zdejmij z czoła znamię;Kobranocka;23
621;1994;9;Runaway Train;Soul Asylum;22
621;1994;10;Play Dead;Björk & David Arnold;21
621;1994;11;Love Scenes;Beverley Craven;20
621;1994;12;Wild World;Mr. Big;19
621;1994;13;Cryin';Aerosmith;18
621;1994;14;Wyszków tonie;Elektryczne Gitary;17
621;1994;15;Everybody Hurts;R.E.M.;16
621;1994;16;Nobody's Hero;Rush;15
621;1994;17;All for Love;Bryan Adams, Rod Stewart, Sting;14
621;1994;18;O Tobie;Golden Life;13
621;1994;19;Creep;Radiohead;12
621;1994;20;Magdalena;Paweł Rosak;11
621;1994;21;Wszystko to co mam;Golden Life;10
621;1994;22;Both Sides of the Story;Phil Collins;9
621;1994;23;I'd Do Anything for Love (But I Won't Do That);Meat Loaf;8
621;1994;24;Teksański;Hey;7
621;1994;25;Time;Freddie Mercury;6
621;1994;26;I Believe;Bon Jovi;5
621;1994;27;I've Got You Under My Skin;Frank Sinatra with Bono;4
621;1994;28;Nie ma takich chwil;The Days;3
621;1994;29;Again;Janet Jackson;2
621;1994;30;No Rain;Blind Melon;1
622;1994;1;Please Forgive Me;Bryan Adams;30
622;1994;2;All for Love;Bryan Adams, Rod Stewart, Sting;29
622;1994;3;Crazy Mary;Pearl Jam;28
622;1994;4;Creep;Radiohead;27
622;1994;5;Perłowa łódź;Antonina Krzysztoń;26
622;1994;6;Hero;Mariah Carey;25
622;1994;7;Ta sama chwila;Bajm;24
622;1994;8;Said I Loved You… But I Lied;Michael Bolton;23
622;1994;9;Magiczne słowa;Ziyo;22
622;1994;10;Play Dead;Björk & David Arnold;21
622;1994;11;Wyszków tonie;Elektryczne Gitary;20
622;1994;12;Wild World;Mr. Big;19
622;1994;13;Cryin';Aerosmith;18
622;1994;14;Więc mi zdejmij z czoła znamię;Kobranocka;17
622;1994;15;Time;Freddie Mercury;16
622;1994;16;I've Got You Under My Skin;Frank Sinatra with Bono;15
622;1994;17;Everybody Hurts;R.E.M.;14
622;1994;18;Love Scenes;Beverley Craven;13
622;1994;19;Runaway Train;Soul Asylum;12
622;1994;20;Nobody's Hero;Rush;11
622;1994;21;Amazing;Aerosmith;10
622;1994;22;Gone Too Soon;Michael Jackson;9
622;1994;23;Polski;Human;8
622;1994;24;O Tobie;Golden Life;7
622;1994;25;Magdalena;Paweł Rosak;6
622;1994;26;I Believe;Bon Jovi;5
622;1994;27;Both Sides of the Story;Phil Collins;4
622;1994;28;I Got You Babe;Cher with Beavis and Butt-Head;3
622;1994;29;Ballada Emanuel;Wilki;2
622;1994;30;Spaceman;4 Non Blondes;1
623;1994;1;All for Love;Bryan Adams, Rod Stewart, Sting;30
623;1994;2;Amazing;Aerosmith;29
623;1994;3;Magiczne słowa;Ziyo;28
623;1994;4;Crazy Mary;Pearl Jam;27
623;1994;5;Ta sama chwila;Bajm;26
623;1994;6;Said I Loved You… But I Lied;Michael Bolton;25
623;1994;7;Please Forgive Me;Bryan Adams;24
623;1994;8;Play Dead;Björk & David Arnold;23
623;1994;9;Nobody's Hero;Rush;22
623;1994;10;I Got You Babe;Cher with Beavis and Butt-Head;21
623;1994;11;Wyszków tonie;Elektryczne Gitary;20
623;1994;12;Hero;Mariah Carey;19
623;1994;13;Perłowa łódź;Antonina Krzysztoń;18
623;1994;14;Creep;Radiohead;17
623;1994;15;Ballada Emanuel;Wilki;16
623;1994;16;Polski;Human;15
623;1994;17;Gone Too Soon;Michael Jackson;14
623;1994;18;Love Scenes;Beverley Craven;13
623;1994;19;I've Got You Under My Skin;Frank Sinatra with Bono;12
623;1994;20;Cryin';Aerosmith;11
623;1994;21;Wild World;Mr. Big;10
623;1994;22;Time;Freddie Mercury;9
623;1994;23;Everybody Hurts;R.E.M.;8
623;1994;24;O Tobie;Golden Life;7
623;1994;25;Spaceman;4 Non Blondes;6
623;1994;26;Eksperyment;Hey;5
623;1994;27;Find the River;R.E.M.;4
623;1994;28;Rzeka;Oddział Zamknięty;3
623;1994;29;The Power of Love;Céline Dion;2
623;1994;30;W ogrodzie Luizy;Republika;1
624;1994;1;Amazing;Aerosmith;30
624;1994;2;All for Love;Bryan Adams, Rod Stewart, Sting;29
624;1994;3;I Got You Babe;Cher with Beavis and Butt-Head;28
624;1994;4;Crazy Mary;Pearl Jam;27
624;1994;5;Eksperyment;Hey;26
624;1994;6;Play Dead;Björk & David Arnold;25
624;1994;7;Said I Loved You… But I Lied;Michael Bolton;24
624;1994;8;Creep;Radiohead;23
624;1994;9;The Power of Love;Céline Dion;22
624;1994;10;Please Forgive Me;Bryan Adams;21
624;1994;11;Find the River;R.E.M.;20
624;1994;12;Hero;Mariah Carey;19
624;1994;13;Nobody's Hero;Rush;18
624;1994;14;Ballada Emanuel;Wilki;17
624;1994;15;Polski;Human;16
624;1994;16;Magiczne słowa;Ziyo;15
624;1994;17;Gone Too Soon;Michael Jackson;14
624;1994;18;Perłowa łódź;Antonina Krzysztoń;13
624;1994;19;Everybody Hurts;R.E.M.;12
624;1994;20;Ta sama chwila;Bajm;11
624;1994;21;Will You Be There (In the Morning);Heart;10
624;1994;22;W ogrodzie Luizy;Republika;9
624;1994;23;Spaceman;4 Non Blondes;8
624;1994;24;O Tobie;Golden Life;7
624;1994;25;Time;Freddie Mercury;6
624;1994;26;Wild World;Mr. Big;5
624;1994;27;The New Life;The Waterboys;4
624;1994;28;Rzeka;Oddział Zamknięty;3
624;1994;29;Cryin';Aerosmith;2
624;1994;30;I've Got You Under My Skin;Frank Sinatra with Bono;1
625;1994;1;Amazing;Aerosmith;30
625;1994;2;I Got You Babe;Cher with Beavis and Butt-Head;29
625;1994;3;Crazy Mary;Pearl Jam;28
625;1994;4;Eksperyment;Hey;27
625;1994;5;All for Love;Bryan Adams, Rod Stewart, Sting;26
625;1994;6;Please Forgive Me;Bryan Adams;25
625;1994;7;Creep;Radiohead;24
625;1994;8;Polski;Human;23
625;1994;9;Magiczne słowa;Ziyo;22
625;1994;10;Nobody's Hero;Rush;21
625;1994;11;Ballada Emanuel;Wilki;20
625;1994;12;Find the River;R.E.M.;19
625;1994;13;The Power of Love;Céline Dion;18
625;1994;14;Said I Loved You… But I Lied;Michael Bolton;17
625;1994;15;Ta sama chwila;Bajm;16
625;1994;16;Cryin';Aerosmith;15
625;1994;17;Gone Too Soon;Michael Jackson;14
625;1994;18;Wild World;Mr. Big;13
625;1994;19;I've Got You Under My Skin;Frank Sinatra with Bono;12
625;1994;20;Hero;Mariah Carey;11
625;1994;21;Play Dead;Björk & David Arnold;10
625;1994;22;Rzeka;Oddział Zamknięty;9
625;1994;23;Perłowa łódź;Antonina Krzysztoń;8
625;1994;24;Everybody Hurts;R.E.M.;7
625;1994;25;O Tobie;Golden Life;6
625;1994;26;Will You Be There (In the Morning);Heart;5
625;1994;27;Oczy niebieskie;Kult;4
625;1994;28;W ogrodzie Luizy;Republika;3
625;1994;29;The New Life;The Waterboys;2
625;1994;30;Everyday;Phil Collins;1
626;1994;1;Amazing;Aerosmith;30
626;1994;2;All for Love;Bryan Adams, Rod Stewart, Sting;29
626;1994;3;Polski;Human;28
626;1994;4;Crazy Mary;Pearl Jam;27
626;1994;5;Ballada Emanuel;Wilki;26
626;1994;6;I Got You Babe;Cher with Beavis and Butt-Head;25
626;1994;7;Eksperyment;Hey;24
626;1994;8;Creep;Radiohead;23
626;1994;9;Oczy niebieskie;Kult;22
626;1994;10;Nobody's Hero;Rush;21
626;1994;11;Please Forgive Me;Bryan Adams;20
626;1994;12;Find the River;R.E.M.;19
626;1994;13;Daughter;Pearl Jam;18
626;1994;14;The New Life;The Waterboys;17
626;1994;15;The Power of Love;Céline Dion;16
626;1994;16;Magiczne słowa;Ziyo;15
626;1994;17;Gone Too Soon;Michael Jackson;14
626;1994;18;Deszcz;Ira;13
626;1994;19;Rzeka;Oddział Zamknięty;12
626;1994;20;W ogrodzie Luizy;Republika;11
626;1994;21;Everyday;Phil Collins;10
626;1994;22;Now and Forever;Richard Marx;9
626;1994;23;Said I Loved You… But I Lied;Michael Bolton;8
626;1994;24;Everybody Hurts;R.E.M.;7
626;1994;25;Oni zaraz przyjdą tu;IMTM;6
626;1994;26;Will You Be There (In the Morning);Heart;5
626;1994;27;O Tobie;Golden Life;4
626;1994;28;Cornflake Girl;Tori Amos;3
626;1994;29;Motorniczy;T. Love;2
626;1994;30;Turururum;Sztywny Pal Azji;1
627;1994;1;Amazing;Aerosmith;30
627;1994;2;Crazy Mary;Pearl Jam;29
627;1994;3;Polski;Human;28
627;1994;4;All for Love;Bryan Adams, Rod Stewart, Sting;27
627;1994;5;Eksperyment;Hey;26
627;1994;6;I Got You Babe;Cher with Beavis and Butt-Head;25
627;1994;7;The Power of Love;Céline Dion;24
627;1994;8;Misie;Hey;23
627;1994;9;Oczy niebieskie;Kult;22
627;1994;10;Daughter;Pearl Jam;21
627;1994;11;Find the River;R.E.M.;20
627;1994;12;Gone Too Soon;Michael Jackson;19
627;1994;13;Deszcz;Ira;18
627;1994;14;Everyday;Phil Collins;17
627;1994;15;Now and Forever;Richard Marx;16
627;1994;16;Magiczne słowa;Ziyo;15
627;1994;17;Everybody Hurts;R.E.M.;14
627;1994;18;Please Forgive Me;Bryan Adams;13
627;1994;19;Ballada Emanuel;Wilki;12
627;1994;20;Rzeka;Oddział Zamknięty;11
627;1994;21;Will You Be There (In the Morning);Heart;10
627;1994;22;Nails in My Feet;Crowded House;9
627;1994;23;Streets of Philadelphia;Bruce Springsteen;8
627;1994;24;Mary Jane's Last Dance;Tom Petty & the Heartbreakers;7
627;1994;25;Said I Loved You… But I Lied;Michael Bolton;6
627;1994;26;W ogrodzie Luizy;Republika;5
627;1994;27;Nobody's Hero;Rush;4
627;1994;28;Creep;Radiohead;3
627;1994;29;Motorniczy;T. Love;2
627;1994;30;Turururum;Sztywny Pal Azji;1
628;1994;1;Misie;Hey;30
628;1994;2;Amazing;Aerosmith;29
628;1994;3;Crazy Mary;Pearl Jam;28
628;1994;4;Polski;Human;27
628;1994;5;All for Love;Bryan Adams, Rod Stewart, Sting;26
628;1994;6;Daughter;Pearl Jam;25
628;1994;7;The Power of Love;Céline Dion;24
628;1994;8;Eksperyment;Hey;23
628;1994;9;I Got You Babe;Cher with Beavis and Butt-Head;22
628;1994;10;Gone Too Soon;Michael Jackson;21
628;1994;11;Find the River;R.E.M.;20
628;1994;12;Rzeka;Oddział Zamknięty;19
628;1994;13;Deszcz;Ira;18
628;1994;14;Now and Forever;Richard Marx;17
628;1994;15;Ballada Emanuel;Wilki;16
628;1994;16;Without You;Mariah Carey;15
628;1994;17;Oczy niebieskie;Kult;14
628;1994;18;Everyday;Phil Collins;13
628;1994;19;Everybody Hurts;R.E.M.;12
628;1994;20;Nails in My Feet;Crowded House;11
628;1994;21;Return to Innocence;Enigma;10
628;1994;22;Mary Jane's Last Dance;Tom Petty & the Heartbreakers;9
628;1994;23;Streets of Philadelphia;Bruce Springsteen;8
628;1994;24;Magiczne słowa;Ziyo;7
628;1994;25;Please Forgive Me;Bryan Adams;6
628;1994;26;W ogrodzie Luizy;Republika;5
628;1994;27;Will You Be There (In the Morning);Heart;4
628;1994;28;Creep;Radiohead;3
628;1994;29;Motorniczy;T. Love;2
628;1994;30;Turururum;Sztywny Pal Azji;1
629;1994;1;Misie;Hey;30
629;1994;2;Amazing;Aerosmith;29
629;1994;3;Without You;Mariah Carey;28
629;1994;4;Crazy Mary;Pearl Jam;27
629;1994;5;The Power of Love;Céline Dion;26
629;1994;6;All for Love;Bryan Adams, Rod Stewart, Sting;25
629;1994;7;Find the River;R.E.M.;24
629;1994;8;Ballada Emanuel;Wilki;23
629;1994;9;Eksperyment;Hey;22
629;1994;10;Polski;Human;21
629;1994;11;Oczy niebieskie;Kult;20
629;1994;12;Return to Innocence;Enigma;19
629;1994;13;Daughter;Pearl Jam;18
629;1994;14;I Got You Babe;Cher with Beavis and Butt-Head;17
629;1994;15;Deszcz;Ira;16
629;1994;16;Everyday;Phil Collins;15
629;1994;17;Gone Too Soon;Michael Jackson;14
629;1994;18;Streets of Philadelphia;Bruce Springsteen;13
629;1994;19;Everybody Hurts;R.E.M.;12
629;1994;20;Mary Jane's Last Dance;Tom Petty & the Heartbreakers;11
629;1994;21;Please Forgive Me;Bryan Adams;10
629;1994;22;Już nowy jest dzień;Marek Jackowski;9
629;1994;23;In Your Room;Depeche Mode;8
629;1994;24;Creep;Radiohead;7
629;1994;25;Now and Forever;Richard Marx;6
629;1994;26;Rzeka;Oddział Zamknięty;5
629;1994;27;Magiczne słowa;Ziyo;4
629;1994;28;Pincushion;ZZ Top;3
629;1994;29;Creep;Stone Temple Pilots;2
629;1994;30;Tam na brzegu kamienie śpiewają;Antonina Krzysztoń;1
630;1994;1;Without You;Mariah Carey;30
630;1994;2;Amazing;Aerosmith;29
630;1994;3;The Power of Love;Céline Dion;28
630;1994;4;Find the River;R.E.M.;27
630;1994;5;Misie;Hey;26
630;1994;6;Crazy Mary;Pearl Jam;25
630;1994;7;All for Love;Bryan Adams, Rod Stewart, Sting;24
630;1994;8;Ballada Emanuel;Wilki;23
630;1994;9;Daughter;Pearl Jam;22
630;1994;10;Polski;Human;21
630;1994;11;Everyday;Phil Collins;20
630;1994;12;Return to Innocence;Enigma;19
630;1994;13;Już nowy jest dzień;Marek Jackowski;18
630;1994;14;Streets of Philadelphia;Bruce Springsteen;17
630;1994;15;Deszcz;Ira;16
630;1994;16;Now and Forever;Richard Marx;15
630;1994;17;Pincushion;ZZ Top;14
630;1994;18;Eksperyment;Hey;13
630;1994;19;I Got You Babe;Cher with Beavis and Butt-Head;12
630;1994;20;Gone Too Soon;Michael Jackson;11
630;1994;21;Mary Jane's Last Dance;Tom Petty & the Heartbreakers;10
630;1994;22;Everybody Hurts;R.E.M.;9
630;1994;23;In Your Room;Depeche Mode;8
630;1994;24;Please Forgive Me;Bryan Adams;7
630;1994;25;Oczy niebieskie;Kult;6
630;1994;26;Creep;Radiohead;5
630;1994;27;The Winner Takes It All;Beverley Craven;4
630;1994;28;The Great Escape;Marillion;3
630;1994;29;Creep;Stone Temple Pilots;2
630;1994;30;Tam na brzegu kamienie śpiewają;Antonina Krzysztoń;1
631;1994;1;Without You;Mariah Carey;30
631;1994;2;Amazing;Aerosmith;29
631;1994;3;Crazy Mary;Pearl Jam;28
631;1994;4;Daughter;Pearl Jam;27
631;1994;5;Misie;Hey;26
631;1994;6;The Power of Love;Céline Dion;25
631;1994;7;Now and Forever;Richard Marx;24
631;1994;8;All for Love;Bryan Adams, Rod Stewart, Sting;23
631;1994;9;Find the River;R.E.M.;22
631;1994;10;You Made Me the Thief of Your Heart;Sinéad O'Connor;21
631;1994;11;Streets of Philadelphia;Bruce Springsteen;20
631;1994;12;Return to Innocence;Enigma;19
631;1994;13;Ballada Emanuel;Wilki;18
631;1994;14;Polski;Human;17
631;1994;15;Deszcz;Ira;16
631;1994;16;Już nowy jest dzień;Marek Jackowski;15
631;1994;17;Mary Jane's Last Dance;Tom Petty & the Heartbreakers;14
631;1994;18;Eksperyment;Hey;13
631;1994;19;The Winner Takes It All;Beverley Craven;12
631;1994;20;Everybody Hurts;R.E.M.;11
631;1994;21;Creep;Radiohead;10
631;1994;22;Everyday;Phil Collins;9
631;1994;23;In Your Room;Depeche Mode;8
631;1994;24;Please Forgive Me;Bryan Adams;7
631;1994;25;Radio Orchid;Fury in the Slaughterhouse;6
631;1994;26;Your Ghost;Kristin Hersh & Michael Stipe;5
631;1994;27;W świetle i we mgle;Big Day;4
631;1994;28;Tam na brzegu kamienie śpiewają;Antonina Krzysztoń;3
631;1994;29;Gone Too Soon;Michael Jackson;2
631;1994;30;Pincushion;ZZ Top;1
632;1994;1;Without You;Mariah Carey;30
632;1994;2;Misie;Hey;29
632;1994;3;Crazy Mary;Pearl Jam;28
632;1994;4;Amazing;Aerosmith;27
632;1994;5;The Power of Love;Céline Dion;26
632;1994;6;You Made Me the Thief of Your Heart;Sinéad O'Connor;25
632;1994;7;W świetle i we mgle;Big Day;24
632;1994;8;Daughter;Pearl Jam;23
632;1994;9;Streets of Philadelphia;Bruce Springsteen;22
632;1994;10;All for Love;Bryan Adams, Rod Stewart, Sting;21
632;1994;11;Now and Forever;Richard Marx;20
632;1994;12;The Winner Takes It All;Beverley Craven;19
632;1994;13;Everybody Hurts;R.E.M.;18
632;1994;14;Polski;Human;17
632;1994;15;Deszcz;Ira;16
632;1994;16;Już nowy jest dzień;Marek Jackowski;15
632;1994;17;Since I Don't Have You;Guns N' Roses;14
632;1994;18;Your Ghost;Kristin Hersh & Michael Stipe;13
632;1994;19;Find the River;R.E.M.;12
632;1994;20;Ballada Emanuel;Wilki;11
632;1994;21;Eksperyment;Hey;10
632;1994;22;Return to Innocence;Enigma;9
632;1994;23;Radio Orchid;Fury in the Slaughterhouse;8
632;1994;24;Don't Forget Me;Al Stewart;7
632;1994;25;Please Forgive Me;Bryan Adams;6
632;1994;26;In Your Room;Depeche Mode;5
632;1994;27;Creep;Radiohead;4
632;1994;28;Tam na brzegu kamienie śpiewają;Antonina Krzysztoń;3
632;1994;29;Just Keep Me Moving;k.d. Lang;2
632;1994;30;Sama;Oddział Zamknięty;1
633;1994;1;Without You;Mariah Carey;30
633;1994;2;Streets of Philadelphia;Bruce Springsteen;29
633;1994;3;Crazy Mary;Pearl Jam;28
633;1994;4;Misie;Hey;27
633;1994;5;Amazing;Aerosmith;26
633;1994;6;Now and Forever;Richard Marx;25
633;1994;7;W świetle i we mgle;Big Day;24
633;1994;8;You Made Me the Thief of Your Heart;Sinéad O'Connor;23
633;1994;9;The Power of Love;Céline Dion;22
633;1994;10;All for Love;Bryan Adams, Rod Stewart, Sting;21
633;1994;11;Daughter;Pearl Jam;20
633;1994;12;The Winner Takes It All;Beverley Craven;19
633;1994;13;Everybody Hurts;R.E.M.;18
633;1994;14;Już nowy jest dzień;Marek Jackowski;17
633;1994;15;Since I Don't Have You;Guns N' Roses;16
633;1994;16;Your Ghost;Kristin Hersh & Michael Stipe;15
633;1994;17;In Your Room;Depeche Mode;14
633;1994;18;Deszcz;Ira;13
633;1994;19;Polski;Human;12
633;1994;20;Ballada Emanuel;Wilki;11
633;1994;21;Radio Orchid;Fury in the Slaughterhouse;10
633;1994;22;Sama;Oddział Zamknięty;9
633;1994;23;Breathe Again;Toni Braxton;8
633;1994;24;Don't Forget Me;Al Stewart;7
633;1994;25;Find the River;R.E.M.;6
633;1994;26;Just Keep Me Moving;k.d. Lang;5
633;1994;27;Creep;Radiohead;4
633;1994;28;Transmission into Your Heart;Houk;3
633;1994;29;Return to Innocence;Enigma;2
633;1994;30;Eksperyment;Hey;1
634;1994;1;Without You;Mariah Carey;30
634;1994;2;Streets of Philadelphia;Bruce Springsteen;29
634;1994;3;Amazing;Aerosmith;28
634;1994;4;Misie;Hey;27
634;1994;5;W świetle i we mgle;Big Day;26
634;1994;6;Crazy Mary;Pearl Jam;25
634;1994;7;You Made Me the Thief of Your Heart;Sinéad O'Connor;24
634;1994;8;In Your Room;Depeche Mode;23
634;1994;9;Your Ghost;Kristin Hersh & Michael Stipe;22
634;1994;10;All for Love;Bryan Adams, Rod Stewart, Sting;21
634;1994;11;Don't Forget Me;Al Stewart;20
634;1994;12;The Winner Takes It All;Beverley Craven;19
634;1994;13;The Power of Love;Céline Dion;18
634;1994;14;Sama;Oddział Zamknięty;17
634;1994;15;Since I Don't Have You;Guns N' Roses;16
634;1994;16;Daughter;Pearl Jam;15
634;1994;17;Radio Orchid;Fury in the Slaughterhouse;14
634;1994;18;Deszcz;Ira;13
634;1994;19;Breathe Again;Toni Braxton;12
634;1994;20;Now and Forever;Richard Marx;11
634;1994;21;Everybody Hurts;R.E.M.;10
634;1994;22;Już nowy jest dzień;Marek Jackowski;9
634;1994;23;Ballada Emanuel;Wilki;8
634;1994;24;Creep;Radiohead;7
634;1994;25;Polski;Human;6
634;1994;26;Transmission into Your Heart;Houk;5
634;1994;27;Action;Def Leppard;4
634;1994;28;I Believe;Marcella Detroit;3
634;1994;29;Nie pij Piotrek;Elektryczne Gitary;2
634;1994;30;Nothing 'Bout Me;Sting;1
635;1994;1;Streets of Philadelphia;Bruce Springsteen;30
635;1994;2;Without You;Mariah Carey;29
635;1994;3;W świetle i we mgle;Big Day;28
635;1994;4;Misie;Hey;27
635;1994;5;Your Ghost;Kristin Hersh & Michael Stipe;26
635;1994;6;Amazing;Aerosmith;25
635;1994;7;Crazy Mary;Pearl Jam;24
635;1994;8;You Made Me the Thief of Your Heart;Sinéad O'Connor;23
635;1994;9;In Your Room;Depeche Mode;22
635;1994;10;Since I Don't Have You;Guns N' Roses;21
635;1994;11;Transmission into Your Heart;Houk;20
635;1994;12;The Winner Takes It All;Beverley Craven;19
635;1994;13;Radio Orchid;Fury in the Slaughterhouse;18
635;1994;14;Sama;Oddział Zamknięty;17
635;1994;15;I Believe;Marcella Detroit;16
635;1994;16;I Love You;T. Love;15
635;1994;17;All for Love;Bryan Adams, Rod Stewart, Sting;14
635;1994;18;The Power of Love;Céline Dion;13
635;1994;19;Breathe Again;Toni Braxton;12
635;1994;20;Action;Def Leppard;11
635;1994;21;Everybody Hurts;R.E.M.;10
635;1994;22;Now and Forever;Richard Marx;9
635;1994;23;Daughter;Pearl Jam;8
635;1994;24;Don't Forget Me;Al Stewart;7
635;1994;25;Deszcz;Ira;6
635;1994;26;Zanim zrozumiesz;Varius Manx;5
635;1994;27;Mmm Mmm Mmm Mmm;Crash Test Dummies;4
635;1994;28;Nothing 'Bout Me;Sting;3
635;1994;29;Take It Back;Pink Floyd;2
635;1994;30;Drunk on Love;Basia;1
636;1994;1;Streets of Philadelphia;Bruce Springsteen;30
636;1994;2;Misie;Hey;29
636;1994;3;Without You;Mariah Carey;28
636;1994;4;W świetle i we mgle;Big Day;27
636;1994;5;Zanim zrozumiesz;Varius Manx;26
636;1994;6;Your Ghost;Kristin Hersh & Michael Stipe;25
636;1994;7;You Made Me the Thief of Your Heart;Sinéad O'Connor;24
636;1994;8;Crazy Mary;Pearl Jam;23
636;1994;9;Transmission into Your Heart;Houk;22
636;1994;10;The Winner Takes It All;Beverley Craven;21
636;1994;11;Mmm Mmm Mmm Mmm;Crash Test Dummies;20
636;1994;12;Radio Orchid;Fury in the Slaughterhouse;19
636;1994;13;Action;Def Leppard;18
636;1994;14;Amazing;Aerosmith;17
636;1994;15;Since I Don't Have You;Guns N' Roses;16
636;1994;16;I Love You;T. Love;15
636;1994;17;In Your Room;Depeche Mode;14
636;1994;18;Sama;Oddział Zamknięty;13
636;1994;19;I Believe;Marcella Detroit;12
636;1994;20;Everybody Hurts;R.E.M.;11
636;1994;21;The Power of Love;Céline Dion;10
636;1994;22;Moja „Baby”;Wilki;9
636;1994;23;Daughter;Pearl Jam;8
636;1994;24;Breathe Again;Toni Braxton;7
636;1994;25;Now and Forever;Richard Marx;6
636;1994;26;Sleeping in My Car;Roxette;5
636;1994;27;All Apologies;Nirvana;4
636;1994;28;Nothing 'Bout Me;Sting;3
636;1994;29;Take It Back;Pink Floyd;2
636;1994;30;Drunk on Love;Basia;1
637;1994;1;Streets of Philadelphia;Bruce Springsteen;30
637;1994;2;Zanim zrozumiesz;Varius Manx;29
637;1994;3;Without You;Mariah Carey;28
637;1994;4;Misie;Hey;27
637;1994;5;You Made Me the Thief of Your Heart;Sinéad O'Connor;26
637;1994;6;W świetle i we mgle;Big Day;25
637;1994;7;All Apologies;Nirvana;24
637;1994;8;Crazy Mary;Pearl Jam;23
637;1994;9;Transmission into Your Heart;Houk;22
637;1994;10;Mmm Mmm Mmm Mmm;Crash Test Dummies;21
637;1994;11;Your Ghost;Kristin Hersh & Michael Stipe;20
637;1994;12;The Winner Takes It All;Beverley Craven;19
637;1994;13;Action;Def Leppard;18
637;1994;14;Sama;Oddział Zamknięty;17
637;1994;15;Amazing;Aerosmith;16
637;1994;16;I Love You;T. Love;15
637;1994;17;Moja „Baby”;Wilki;14
637;1994;18;In Your Room;Depeche Mode;13
637;1994;19;Since I Don't Have You;Guns N' Roses;12
637;1994;20;Radio Orchid;Fury in the Slaughterhouse;11
637;1994;21;Everybody Hurts;R.E.M.;10
637;1994;22;Sleeping in My Car;Roxette;9
637;1994;23;Daughter;Pearl Jam;8
637;1994;24;The Power of Love;Céline Dion;7
637;1994;25;I Believe;Marcella Detroit;6
637;1994;26;Drunk on Love;Basia;5
637;1994;27;Take It Back;Pink Floyd;4
637;1994;28;Nothing 'Bout Me;Sting;3
637;1994;29;Is It Strange;Hey;2
637;1994;30;Belle Ami;Bajm;1
638;1994;1;Zanim zrozumiesz;Varius Manx;30
638;1994;2;Streets of Philadelphia;Bruce Springsteen;29
638;1994;3;Without You;Mariah Carey;28
638;1994;4;All Apologies;Nirvana;27
638;1994;5;Mmm Mmm Mmm Mmm;Crash Test Dummies;26
638;1994;6;Crazy Mary;Pearl Jam;25
638;1994;7;Is It Strange;Hey;24
638;1994;8;You Made Me the Thief of Your Heart;Sinéad O'Connor;23
638;1994;9;Your Ghost;Kristin Hersh & Michael Stipe;22
638;1994;10;I Love You;T. Love;21
638;1994;11;Sama;Oddział Zamknięty;20
638;1994;12;Action;Def Leppard;19
638;1994;13;W świetle i we mgle;Big Day;18
638;1994;14;Misie;Hey;17
638;1994;15;Amazing;Aerosmith;16
638;1994;16;Radio Orchid;Fury in the Slaughterhouse;15
638;1994;17;Sleeping in My Car;Roxette;14
638;1994;18;I Believe;Marcella Detroit;13
638;1994;19;Moja „Baby”;Wilki;12
638;1994;20;Transmission into Your Heart;Houk;11
638;1994;21;The Winner Takes It All;Beverley Craven;10
638;1994;22;Nothing 'Bout Me;Sting;9
638;1994;23;Drunk on Love;Basia;8
